x,fresnel_c(x),fresnel_s(x)
1.171875,0.73219345148474136898795127493176964921296384194408918782312810070382038146,0.60082797779776515722520755209253975106248969808034793896415285943479912722
1.1875,0.72317649169968725842609114653238247735955831457934101048632165097621013985,0.61358598882560202270943010739906412174470622943230991338356088491559938848
1.203125,0.71343162354480500205521514984048096619503194051900470268912494861123881978,0.62579697302017890106288087186379806924299690569308220487774786360827926402
1.21875,0.70298304401429416646403037342446407272051648009335110525359803731984479065,0.63741144388349969439282558703507674012081735425024396901725099247158387034
1.234375,0.69185877527056198477805534138419822997284518622574413935886181849921455028,0.64838037846811756749134979479702759983704198604620999695205892771294982875
1.25,0.68009074107545508366792230510495898378424155938837609901417143996462553107,0.65865551163667913056041236815301619956704469569182937920808901324333069843
1.265625,0.66771482280091655786798470088171398891916409067752594138559661447890122843,0.66818964625058905235293944357848891786047381369811500222511681140014682036
1.28125,0.65477089290264302807567670108929208425605980058533624615875256494540035028,0.67693697820778787378660800474518564200799817573256506830678324999753196144
1.296875,0.64130282374459951559632888749733405687260747963730097317483563832384575557,0.6848534350177130168759219462534389845808578048988251368945561349257003807
1.3125,0.62735846968805370038278434614365108341268504551146631324837809059727078541,0.69189702635917893323571060061330969676816608400438662263444585578188355257
1.328125,0.61298962040819343730837827403423014115851661485527298544894422337966732645,0.69802820481571211332449357460689728496507344705414501830284716447190201384
1.34375,0.59825192347642687628816001156527781467034845077686327400097608826268195886,0.70321023472464534963269488449174421380428547196030176694650187379789540871
1.359375,0.58320477434909181386533466951010370931976744606658659508457293900977911292,0.70740956681315011402978573979933085298038159423462235259598296468392450459
1.375,0.56791117203536701909922142357799261074145704617662332124399679564515373173,0.71059621602881399425959568239222279470934042187671323223785430565326400353
1.390625,0.55243753888037984105184380550584966599084434827765669694599865417757721481,0.71274413970711637027451787048276948835611954242689714247593000462720800915
1.40625,0.53685350309534593317622875474294056690892526908078917329123151093031515749,0.71383161295630307715513178731541361837497033479911800672542584415777524456
1.421875,0.52123164289632647121195320135103425357518270323759052886110658253592231537,0.71384159788510904421479047147921069379010097376646240845097958220915808382
1.4375,0.50564719137783068129782143919611689747511682636418052895593760865583461417,0.71276210305423486725733074501724374774590994684309696196550968805509047877
1.453125,0.4901777015476799360310023471919929242936521627915929277295028975128628209,0.71058652930245268961125378602950615568111718415588279434342555716911874924
1.46875,0.47490267128555540853775522700295688292379755395701455245617517301098090775,0.70731399788697890639834366784190551634892113756556437009820962652698893888
1.484375,0.45990312835931294741549427587857133303799540618478554509220817369300364917,0.70294965668983709028331537152133189818645940836212292912808069883518279142
1.5,0.44526117603982153506455100974208978215940205775609952013417403222514494002,0.69750496008209301308065516318726833294476912137928660013360072443871729033
1.515625,0.4310595002955867416594537403217587218006566466336857032246722089430313891,0.69099791791100084955425409264069829574182796635093717780271985567307038376
1.53125,0.41738084002099698465701476223775583001317290967416922160146063559308760845,0.68345330898631053858937431405506628389772686625090337834580106194201370414
1.546875,0.4043074222542889182268526683124847279750257544705801093235496444630135998,0.6749028543963778164415444946081593606791669555815160276258510895628903089
1.5625,0.39192036487020932330133081974371394259889525185555184263028143683698749274,0.66538534598742441077497914136037082260920038338689210667675358384899098521
1.578125,0.38029904978408737514479752984905187699466929851834488665832074542784919722,0.65494672539538313578189041402027527452393763378474274893309045195507965133
1.59375,0.36952047027411773006494678209350122685340244627763795319690827351630288373,0.64364010913414885244797675804206770389379992974670548173819078322139214494
1.609375,0.35965855661182458470306919004119924897095846560940527286821334613215467514,0.63152575542141956704591868227007583075795442311592323170368267844851068257
1.625,0.35078348478088720950770139876731879187428183389209934557866208742058219263,0.6186709686679926201155352626080635718225632367625690923831425275437386075
1.640625,0.34296097365493680345830938008410676794800068021527373409719881460781030895,0.60514993787227597546346668585517422811248334701997413719042154685965589483
1.65625,0.3362515765879906097346227576134332770422572867318818462649890208213579576,0.59104350555222596213371561793534939188978789315158683117327575366595033504
1.671875,0.33070997393853125130344658712809290449185751658240499802846026126281387387,0.57643886431460012463222013691935302984859637436652063864855682869673167947
1.6875,0.3263842735908148029048772110228866842066349463658538655167483915345878045,0.56142917870819339648573252700667605846493253879681925289362957048774097344
1.703125,0.32331532704508958563611222736176335682616517375388380096498278432988657347,0.54611313063456697868944934755623613373191878725958305413509724350875036229
1.71875,0.32153606911173110280624255322605954971179375654479760722492597577191698418,0.53059438729660029961562055940810579837589915708163285997900286473804036708
1.734375,0.32107088965205126166825639231597372150282968845933317464708387544626225325,0.51498099145075167252586936278826368860305682036132358348729153339181896048
1.75,0.32193504614953785958835936070824847601606868066278210949939990868902174555,0.4993846745906745515668444265913465691568901828928587578496440889604975922
1.765625,0.32413412615808002693305636316567872870171380133556546327809554597579364131,0.48392009462388049042300679162459361426605171202406910250762682061737119434
1.78125,0.32766356884678476365731093898890137211045920515901454018434881806328447694,0.46870400060404603519982769328793580628183741421468735639210322887069831922
1.796875,0.33250825493279862345333901729129555982004724154570651362990816357621742771,0.45385432814231949928806453638002831425630742592725519124143463386874402539
1.8125,0.33864217425287976689913088482347261248446939942309956718778855954372427036,0.4394892302329224805910785488941334063506054586480386990634927142449693801
1.828125,0.34602818006054553164195807207600732882545706953149608804040035165750558646,0.42572604938106912570368627892151451307863363076203518937794391036672096911
1.84375,0.35461783883836854872487431983373915404538148945006257984544882712132299677,0.41268023810260121917209758716117464718507396053544591757291331804806522685
1.859375,0.36435138397526756135092248904424493800475791569843889909690821734353636649,0.40046423606085912456125723474763101807946919664142747213106397494016986354
1.875,0.37515778106849233791676489584525164308028016158019886450292523029024173728,0.3891863133015431383240016881558315464769064751871754258358633912702924791
1.890625,0.3869549118629583948826809251107316802410403290548370766290069709039715622,0.37894939022335534817510772750946962637736007555779941765436733714507588289
1.90625,0.3996498829319157494393704574307829701746851791189883435580273603902701346,0.36984984606215338490034008902097234047445859928243996796870633409997044721
1.921875,0.41313946412993298344929370520600156806362863374234670532876708955317338108,0.36197632874884906170524756144946317773367883176260435176347316871361938253
1.9375,0.42731066061144660528691637604497976613313488389541684594783278834102175508,0.35540858000472693478276593851513882279969664821168311914645333974923000063
1.953125,0.44204142080784796110837902035694237571136322909921992972116617723592212631,0.35021629043956637721754663469154195376851725280476646424159599648505712785
1.96875,0.45720148119827515693566460487381314303904678379404825119828414373878878608,0.34645800019446436063061997436758446825386978372621742159565034596979026404
1.984375,0.47265334700204087946271445074268383408891425140636178378710262882120911839,0.34418006129863916508852726185818882510729259925902376895433688221136861527
2,0.48825340607534075450022350335726103768836715450921538294759644265527508214,0.34341567836369824219530081595806845688654181220252476757926892044947672266
2.015625,0.50385317132639571796696096408000000361848156885389984872856114709116969557,0.34418404449611939506878117726071530138336620381861554392542051745601894167
2.03125,0.51930064488992591502809459755965138406601209887255373266822152008663112629,0.34648958934600872106174332922353897369616198713084402141764511699595870829
2.046875,0.53444179514594980517020872667234744159711701910506809849657890766352070452,0.35032135600577984633178471795736822780578430070320480122936948253089593356
2.0625,0.54912213545516613124514998765288277083174935762488310389210020791770111406,0.35565252300622494034602364459950282223489196794225805887739689294647326328
2.078125,0.56318839124307717567276008665017828174451322886679682384874066814901710108,0.36244008691181311816393168524293909357805544980952162644493184033722369063
2.09375,0.57649023983055082516851870080371662309813592776397144496858487166805717557,0.37062471997714584891798247466890479292852392110385841202194817877358179677
2.109375,0.58888210521602754063310525070426796416436255758820772478478220726326226213,0.38013081598100008282040502461406722097743064897075529446300546629173525536
2.125,0.60022498790342553461694146071994177032788991572521153114496538784388222097,0.3908667356960611006215277470036156625473649504502120392089998442111462542
2.140625,0.61038830788200503273031426876962218110267173555481567507266462672789507028,0.40272526147872471836962320081996672917317129333834985338329359857486617705
2.15625,0.61925173704421159600527835117598183885352058877943782953279110846452394201,0.41558426817690816833929232098983890177649985518026761659983526371401192692
2.171875,0.62670699572060649954755387605038320881201228181206056345235597289889915531,0.42930761496309656161954396033243044874545605466373804070612514127935885199
2.1875,0.6326595866640891142338593743139074703863387725827936523154295213262800144,0.44374625981956217357063577460925555892821363817243306898887925864258941465
2.203125,0.6370304387755225037589133682271278187218757986264981833699858819096572352,0.45873959525418148195312546586303196503594351510112285241264114555389225007
2.21875,0.63975743217563305996989924473493802835387499513826316250972790796355990246,0.47411700043687962511626051880580594882188588365411049148638492444160308128
2.234375,0.64079677593799131944473827485381750462782148497761513892717976964918760022,0.4896996013540009111906513916719960495189613310649661408216091448758185408
2.25,0.64012420994655464052361490469819710651752851331088924319390329134246943992,0.50530222682369370355927402883734708352367290783184364811589363510159618166
2.265625,0.63773600296635352055258433129690815170641572889400392557955148364484440579,0.52073554434983840745203967973897999450670383720790845805259435406874230627
2.28125,0.63364972015009569160860380959597296123079973113300488149695288766643811666,0.53580835587235198175399146746159156895342488170394453385693860776533801342
2.296875,0.62790473487319622102394001185962112677767069504656732678319246043257568695,0.55033002956180987518128598648368213282377253052845795849583555011424980265
2.3125,0.62056246201406057896946151701828955120187583893615801776834543628829807666,0.56411303997635930971450153909761678485570230929724099521639386922207344508
2.328125,0.61170629258580968210682414415463267547043510193839016252706672473318471562,0.57697558522443060407179972968878508077710918421179088789563254544331122901
2.34375,0.60144121298078489439834385363085713064239116695272736282713348826584550709,0.58874424633787888502818977735906328192893762106677019987662655965416219882
2.359375,0.5898930960000814168457453494349719292298531533170577214398847839483862715,0.59925665094038345756519699554603283749147796619439130731321926103982870841
2.375,0.57720765528529174142898455042433307831610641786709369115848074379433927379,0.60836410058071772450786323537315582598635987820046194640614009821161549746
2.390625,0.56354905971434533144904178301177616577031776496504453825949151200893920131,0.61593411887591023425497999404905493326784964693772573005850889717171634653
2.40625,0.54909820972042268020386362798661264666429319203702253576924055593800037902,0.62185287596016750817789373539460182970053908857038359293706918942707247395
2.421875,0.53405068328148244341939289474172418545976504759946075161871066287045416963,0.6260274437434409952760053628002235090459283321439789663163253105845912687
2.4375,0.51861436543336398837228528761373463864622691208509085089754775039840378747,0.62838783622527603481228671708711531974745698199058780566525499770693914713
2.453125,0.50300678149355677449599137588516235763070899358054719596803733204332389694,0.62888878965437299229073756165327633873999213412251226754193500020892474437
2.46875,0.48745216064430359052524667567354955707346514922915584635582228563543392546,0.62751123873189097616295968080320549081471502877085986559608157162296706837
2.484375,0.47217826299916189447941664654380796717372332707179494521769626943727495083,0.62426344737491246144147729801597848925254856658680056359230546090692119181
2.5,0.45741300964177704524565610495614443882907553029532123951259668736063480823,0.61918175581959293611357623979855566939776458542924775099454969777614446103
2.515625,0.44338096124511372986105693542605438770519081735646035703413474157207687646,0.61233091006903274589765054571430063397646147637542997840053961984043598254
2.53125,0.43029969661177349412537017026960252653543345895307259776458170228308562283,0.60380394487821305230246860717065090934759855508861603975880785877824463777
2.546875,0.41837614767398514944359135369620026870053822255788432019542675635094026685,0.59372159759664124866723628225074678414052096074821359042429504000243742759
2.5625,0.40780295200544881371967036000461295723022188847329052067278494826755201085,0.58223123721607027308626211787467392889345928132158180881538381359019749346
2.578125,0.39875488757693867049216697723818982258663636672122300579802971842187223946,0.56950530083013499498678756524619196176095179346057463655632934706277142655
2.59375,0.39138545718775171640876817255225264017778378167434885544992819163326256566,0.55573923831537515029775039138902444142267928434042726594191621001145281317
2.609375,0.38582369158756651160650164102838359081296385446229607728105972827159943297,0.5411489752749055189967968803912651899932866378606284190166053611658558961
2.625,0.38217124064129374450766525757272119259863131953003395634489278222736842516,0.52596791400871616340085571941740694262549408185681298725823141769992861915
2.640625,0.38049982087176864239248026720171543040901252178352356773286823763749112803,0.51044350232646532990146187091298599905636561648318604262362618017674741539
2.65625,0.38084908524994763430034388091813725390627621544338500016216662613822924265,0.49483341021570879346464346716930863696290574617490862967387128080273199983
2.671875,0.38322497712159995396519377443949352612233891321811322620575551038748422262,0.47940136451669342725131594202743057678392075015506697985643807673426763623
2.6875,0.38759862462293731872669933467971840339926666536079512097034347986134451967,0.46441270161264127696294807375558127355328326102007751670948493734112216101
2.703125,0.39390582483615263241846953568723194065257014415632138006510097530148441014,0.45012970748646133311536639971065416900308859818049123215176307608373988755
2.71875,0.40204715829506587277425675477627856280124270572742228478201821796331343383,0.43680682307592692778820846912924051424887003114531192438656386613798359555
2.734375,0.41188876433412270515561413184638640779976777772322916118799115134733266749,0.42468580042958816579226779998870526018552148593853435719392142571850677032
2.75,0.42326379628366276346541950113929321236101630099452691028814061130196944051,0.41399090147578201682971496691136652588544471519489534907303560641498147492
2.765625,0.4359745627945755908542420274449494612990780078542962848556952730852969054,0.40492423602457594810948539777723530133121808389842045754889824821808681287
2.78125,0.44979534781172663623771318103413298387317555512878814664434746939927368523,0.39766133869821180243911161855531345347007821431339366061661550010041341063
2.796875,0.46447588713454386685434463410505686072191063441243579445231461343498271129,0.39234708562076754728408938622559851938749019188252488858601211301851971278
2.8125,0.47974546437114452943680885232710746553479743686632506097086403763172647388,0.3890920507109074458703614736285237058320382720758661322814795471030275072
2.828125,0.4953175737123640302482176948464974092771792477199074668053562962182770161,0.38796939816592202107590638187669111991261407516091183989165603326103012046
2.84375,0.51089508165978248844084491158459865806420682422405983469176027486157373779,0.38901240209556277192175459019463286024887314707691962031567055120145195369
2.859375,0.52617580500052155619598407682931918368852090474738866138830638789123699344,0.39221267620353403452083427166582199912045775415527376684073814125125315812
2.875,0.54085840831524388542615501057628341822649977868689707621049678788904320724,0.39751918592036950548509547911784511325157956886252383636810707163489930119
2.890625,0.55464851153149098219504699318865769835870919779992952318496796907724736477,0.40483810252089365116183041244402493335736224666466630728334671291439730966
2.90625,0.56726488689334100187370497436267867206959143527773201078496394506079369865,0.41403354363351752872287534257270340884095245888106252390650835945748792585
2.921875,0.57844561560547445025422427567693745288825269904354078653015518863282111841,0.42492922735502114856300863047334382324033261503517570750714751356634061399
2.9375,0.58795406770335353482697177959641730798406809754864578124654267613710629419,0.43731104817924424722813696312936731141612089194274323857161779091022503176
2.953125,0.59558456475119142641088602675357693622153859493431412401517879517348096928,0.45093056245520883904979227423800528112052217905971675060999318770914806768
2.96875,0.60116758408520232501232659608415134628924643896908872317267842854821451557,0.4655093494993631706976894600530325927804927132071719560071106913619535978
2.984375,0.60457436575838280759007579769595360858407088893496639352269747684952721952,0.48074419224914555483690496953478285995729547800930944965033804993975247085
3,0.60572078929768562955616107428715469714522411993832423858184623016499697056,0.4963129989673750360976122652991121038564670345832411060867864797255800016
3.015625,0.60457039697242114430149097889788605110066703015408716994421618567699350202,0.51188136554216403333928581040949053342357019938066352959451697982339662399
3.03125,0.60113645352597532958818784499248240584305293019279179010681404660996460961,0.52710965696408479790912117968251910590993410551547471366072657091507661059
3.046875,0.59548294917899172401167556472080937830420425915578253648614810728703691748,0.5416604672132315585662424644395178661464412550303697101417494362857069759
3.0625,0.58772447300718123101696122468690808423554844630139796457780647393700533833,0.55520629967390682705424331254673279518786180729043810133591777500870800579
3.078125,0.57802490726092334737774641988750666867033673871235055939226722002024648259,0.56743729592601339029251252687231118086057981332643198083459576144125208488
3.09375,0.5665949194485429604641467006003041790392249455382629229482545037268233987,0.57806882992583400270279374434000380004077820260573933882481983224891299168
3.109375,0.55368825756482677331658334583492640721720298740771033318149584400319159357,0.58684877772569110025163681491233658471355991912478183203416210491238576876
3.125,0.53959688412174216369971046787337528779398647030363266081786876956497153215,0.59356427046848462817630043795531348138710589404989180733996953546097383383
3.140625,0.52464501594419516448559317790838658672024465904235594831485788368778718994,0.5980477408218455970649782958689788743229563485143340005610027245615347927
3.15625,0.50918216825983287700142172464395650945050498128230829162369822151241922291,0.60018208057732118385123139865568492061371349136021875638085603176573621769
3.171875,0.49357533259793614956358298242561513644712409647882891562681309518652597006,0.59990474000184005896017889569661882889140330224204621277686145176586448551
3.1875,0.47820044752594189243237021434748185217670973707970262602092207100447410919,0.59721061772467508043811582812939285212672246415397048455162159529399000395
3.203125,0.46343334837026584255153969450163161582350845000514086046215260492347361195,0.59215361335682737427880090082325308569912541390694687093133363382324562825
3.21875,0.44964040586227763055818885855421040303247260594931028958500951407636637186,0.58484674339557242400886872119469435402830479966854406687876579468135204978
3.234375,0.43716908321332957050393025158760100880231014025430207547524972537844353575,0.57546075382406678081663337723337605740048464184431328444601140434381656273
3.25,0.42633865559802077062431254760673412851663308706785107899169523518252774311,0.5642211995671412957256902996622284690342233750843672319172611396913711046
3.265625,0.41743134463665211880192253724051368405006821215761251085953108842655455422,0.55140400083962222942121797216508600797011806298157246281919774416633653764
3.28125,0.41068412255198431011003789969659355465453775599562716059953297971434080971,0.53732952849899164975573691461343839954752783959409076864308280718427466973
3.296875,0.40628143570959426535578620458752396528734523417409849416922047301698361154,0.52235531372742033611165513656324989851010557028029710359380212975640192891
3.3125,0.40434908488322022014757692747022159027482370023586255972595277680043465833,0.50686752053861805594806826887708819384596889716044848570989847386414946531
3.328125,0.40494947966035513242664424759512769032025127578763641669405146284496424221,0.49127136146037771907628694915165184139294721252721250783421688776146357715
3.34375,0.40807845698068416659389905456039807913180296909357361939795978238303199318,0.47598067595226433770958246242403788477988889663345033528244562344288016409
3.359375,0.413663819177130380108387999127978770632403181473833354013577297497952996,0.46140692632487183114462386513899533601147525237535517105292253096630136024
3.375,0.42156570560807362219458523480535084837207748045053487399041440078300357378,0.44794789579586931047104897563291023936437391614770098478452826279364570672
3.390625,0.43157886482067704737605132758223879213820468626190795421896352787013333776,0.43597639657456772030117233058026900325332139453518193426352940742846891016
3.40625,0.44343684220506847723989538095764879697320230220542968150661862911068904073,0.42582931134563834976190049832927581216116855552967208762894642358205470444
3.421875,0.45681804255544985390496588605052710772787910161426820337898214604643188751,0.41779729821440550822191115046323979901729062962850004553570263164718426222
3.4375,0.4713535693256036551346571115109028926679101286440409251722864441635688631,0.41211548627328309945309235880812488376656174821432953404379935446061294216
3.453125,0.48663668431095942048273027938116577409799135808907221434813144645657003589,0.40895547588945423231493382476736082234025830080485674908322224408039958527
3.46875,0.50223367480552725258135552690086257016354559860538576227542639451549266661,0.4084189343206453705384624054087999270764139299374158266240471555160941745
3.484375,0.51769586185949271132146802358656791698680300132090883906246982140362256512,0.41053304337959300660235411191638793389999016125361647265952572928623632128
3.5,0.53257243502800084532952032250263351326113920668563807128567640023342935685,0.41524801197243752389765332164157869170197684701790970115245670476577179432
3.515625,0.54642375785348878464193897198065860127034088867427561376207213175870862144,0.42243681317442547120214503884740591705280455451122411829542522953836566796
3.53125,0.55883475606988172739706414457804934662318336996705190049921726973049106537,0.43189724418380298558897081514916533612560712691209602966205634548035090595
3.546875,0.56942797880168820122949585578104680220333089728833383062954631358981320208,0.44335633947286619551778298318577328051196632420400232016364220268860724111
3.5625,0.57787591326669049098198269804375343318606251527778785175450315799606489858,0.45647709452929710886455831305867198090377380376754186157792473765419630835
