x,f,g
1.375,0.3012707025129918963935794341933568475952531218634927955429252194841496275772078069550375003055377681588805043082437621406770514463952197900250264168208,0.08034725158786020243246414883075933125360218451261047626561463011833493990157564998825452379425817115657528173175334733156047599370784404282493332653762
1.40625,0.3023416666181257911851330729813094378024374850261778783500647068786662726828472972154917457115275635333554405836714985830539332932723282399328665859253,0.08144691951056252536412361804537070478741757881008793824810075390057606922512133984064871324486472755841443330250243164361592607861416409127863724366616
1.4375,0.3033378789181816297072373132898914167641385923942609386798073463532352443416894279482176694289387239424055823952213554162593967695081266550849430875547,0.08248855959411193205958807771861810476715962252191218773497609398738184211389070148944885694426896648745798567865691471252486113174667847414610380908785
1.46875,0.3042648405965241019400812088973061423267039123807889227688347307530826422512070183346254033127942809225973547816289562241260900609257473577282595990874,0.08347475703122377187248077637945055385287805833604400125037427285935590643448115623878288726099198175132695569825635606351995450143908297241509094087488
1.5,0.3051276468390209338549806093528593218021684511836069140020471545866736884561349786773648204089983126620165465321455415745319938511431684859527064293833,0.08440806468194356800135468099723261939101459702418304990546808881988403013887265202564377870009086307224717704412111724388095846288489829034227225945836
1.53125,0.3059310147878729887120838579490810096811742331866140292185827881653345025656062712413115862485304621049038685339833702058288582395867299641158203553371,0.08529098953140385237286548342451253647880199153319740540513953713513567079977886693499128819242630494125271110692594135769888779975150927058517686127841
1.5625,0.3066793100000062307555042589199782626775475313675053793410970048924339415120082087540315516182520775423940473456520477802999485541999699137902478275717,0.08612598164740622842598087968948658268015578828901016363715973454015112668703317759990921264925244281450955376534853574116877697519795017691223024991069
1.59375,0.3073765714117978943678100102913476808331653370249450939322706421748516946755922231671820952659197910602441200163701640273044861221134257367211269647305,0.08691542534366485503189985235274000784109041837742703860039282825007438786719084795283331307979525540456105191984294177987782279535543740127177882505122
1.625,0.3080265348291250519486417762099654995083435799518622334223876756519741733913062508484880549608231897062315321525470074205423206259238474740430276602837,0.08766163227761085237063500720307816929588968011293393582540146370213456221946545111900754195353534215976044077677179009571722971429474769133807296297162
1.65625,0.3086326549752256683593715670505614890379895342970595705715097482807305753049292153761529236248793046282988645419937020105623733477696698848701263462119,0.08836683623467188346252023633554093104224679473159105811196220834470637910304913188718884261170546968141190514109122795502536119938577425275888466659275
1.6875,0.3091981261392276275222526773408171638944510211334300058380269378777390731330899288243376867993990386555937999950281554159599341576800514376010940539519,0.08903318937346464864256993225692675001390152549722021899623316167402617201101523660262629698677123823317772738011788842529362035583921136864710981994392
1.71875,0.3097259014759336411429701876607539283926012125202509779934956562024500247601659711301316151769026181167075473453438999487380299834645405757242452835298,0.08966275972804166987948495031319255089369089757218585841224460605764039846455391728115104172523374566844045553037273671320970590953830158589541433126556
1.75,0.3102187110129865003811221441558450579461839008493016083150611845990463495280960246530605255194005399038047112130431564044091687871665296921077365940469,0.09025752978398300417946864246627883768072501162131170712289276877332668774090421435596101922562633696369884858200071113314130454965462952568049249837557
1.78125,0.3106790784252575719592201268947642882381636993287810314986320459603630672533414676781743871204716424569474192635290845768800397906796091133900321257555,0.09081939596456052023058139405725048602906764383800751095429042538328535200811037682801308944610717599462525730750834758441940136473132264428446264355638
1.8125,0.3111093366385268069011556551607887857627208729472086272286766739452223753569948278065000510675754092674373222682460599128582879151403197136731307945245,0.09135016888133092083982932804964005730145800002870454381426820197704674050622406036383151257022838683541283179822187563890265414092065592197182569514346
1.84375,0.3115116423255332353525910278843341973327557233373740951455895041178457737663981182771830641075634960014119877156385865924532349899271288534977403937477,0.09185157422028661946120673379959701561801953830165541669971283415140182250837405821319681812555746094191258623895171547532173510790963397181882591000932
1.875,0.3118879893575083418925853584546538955348280663606993217604239897884193109645652358549650173402228361308987748259246967086587701153002482230088728887539,0.09232525415010198441201451341230205720910727760338495603741257871206862784112875294162409870430176769958275336706008910887926975864813485586441898939614
1.90625,0.312240221273562272594912099039610672226142873850190182353904699591575573915114726877220738867894090966392404511569316461751663112438196387107730753886,0.09277276915307675640172687748810637837305680470418782927414409041886286696740352235371269076244424185562172407134633400947487424698661586519431834475269
1.9375,0.3125700428289445654938565498254265252765562687129801853889209191214176731061357969264734054578893120838511141025026070760757056952406917992939412116783,0.09319560019214089461207942159697646056387195850119670522805937828094808715700526199312046781917880688460360989427640672397002704823564545787335026308389
1.96875,0.3128790306813898086985204883300538339003899697018817378215283101340636141221135822563277777882836054069077923035237513160969239703011222697429876549592,0.09359515113880373583756120771093013695048680443303482792734567012299460837327589202724366201542722971164454936631620777054100916078227479275256471820493
