index,x
75,12.288260329150756681216378457653649144306178565949691825951874240621488884
76,12.369370411535570385705872355367259178282063625425872864686970343292452329
77,12.449952099952218902214808777443688741570035035588304204107767533037247688
78,12.530015588166236919724382170189073338336108177711439278878888463826507901
79,12.609570746345951030433094783504131107062307204016101395734723152791799288
80,12.6886271352634413757840387082512380194704281433293454735686707311322358
81,12.767194019704171661900159447532824555890176476537377491921635487366229864
82,12.84528038113852282925319811345895861916292014875028227634983622548574333
83,12.922894929704284407056746139045705962417370291495565327503320117085445666
84,13.000046115545350732449167918736599910543350875181553061834974867210015954
85,13.076742139548399221229364742990805921384514575214995499141473267522857587
86,13.152990963516161353155003509132236596998340053064435696671063011652714332
87,13.228800319813004248894982046645271943605925965042733885007671642322128561
88,13.304177720515895154390705218859896056527397038514562222125547560180638883
89,13.379130466101399136098687442368154571831316007288041291812801256376239879
90,13.453665653697140657612197412168141996310627821778426651086284521437911198
91,13.527790184924123500630414989530929468150959467685068769422197494299221295
92,13.601510773354433719623611865944619314558142943858169297296077292841808353
93,13.674833951607131728495664149173093443703041983138644375732667634444637069
94,13.747766078103558503052482116769317371492549194146027136508300631539084
95,13.820313343501824913215658611812055480302772203836451801945889575761318351
96,13.892481776828911265163258782760842561876767974176277019461790082176427945
97,13.964277251327566218081306991754184083441671947234320808876743873884203486
98,14.035705490034051298632300077127635120087033852654259849947730856246241064
99,14.1067720711017210942651257920595774686103295341590705319540934855006835
100,14.177482432884452468218669099581708094036130223241093455399051610935952377
101,14.247841878793032105943882864035666081120208885477520782956075438732888255
102,14.317855581936774301488271233747346623125697319665075077192903750598783838
103,14.387528589561864611421548705074227481788719842732093863959424554509240138
104,14.456865827297204836049333268761106368200359432549882141059594426801473131
105,14.525872103217866179948430611114862834578415765390390087867575216852130561
106,14.59455211173563625223461703341361152215841888082706928652685606117633012
107,14.662910437325568016175709852480425449751187593901742317328644041879942206
108,14.730951558096901445352702611961274419727576933459760867642281448157703501
109,14.798679849216228347810375128981578370485041585450954622965160256539155259
110,14.866099586190304710717520997716240580114266775722867511964600051113171344
111,14.933214948015480372318846466476414701561456068730712284733640753590146178
112,15.000030020200310444773776589510485452839898534507668161270154036688746731
113,15.06654879766753449246697504343639085102839518884892047785708541903472393
114,15.132775187541256000754954575345875833027098332560195446451214939737783158
115,15.198713011824824301887074686810082103014303287998703353391188972145075633
116,15.264366009974612161673586545913869620996795614733877813286705751196365124
117,15.329737841374593114057151584251105679145844729371215978132404198598647739
118,15.394832087716351928482309992914360835425176851898699857247370139655744286
119,15.459652255288907988855310112339259269333779901058806930560070650037372901
120,15.524201777182493639503008123471649219346886104777340612980643077196292701
121,15.588484015410206594894591214345347720429228955942630516091336951583873493
122,15.65250226295124628523361440588031994804241897651596172392922321816661661
123,15.716259745719247568378654230186229504791922900511037844055148726083448178
124,15.779759624459040701927769475944196018629695338336454584670348362190576399
125,15.843004996574993026580560394099620111366446969708959277799424606892569872
126,15.905998897893924713222080480592035697739837539891770593860325944296508895
127,15.968744304365437477904132872025203281408183176024947340659729863216451602
128,16.031244133702350728960519470852163825282514528043992542698354290827694363
129,16.093501246963803584186249788663130776700953916880278915447885815158679016
130,16.155518450083453032179405986090608220861475083517058997072997155681244974
131,16.217298495345077699475005223029922407947462443754833003842754113874719118
132,16.278844082807782749732181086525193089464371397149664004716520849224519851
133,16.340157861682893942646632288669976560965903895695581247878004066872459534
134,16.401242431664527409400649812984348280924960021196745427599357616450295272
135,16.462100344215725878121211527817553392094354906364483535853207420564013348
136,16.522734103811961553387318776623856728525095278431264202762746149092868426
137,16.583146169143720289269430119262577015692812459881483741216712859529717355
138,16.643338954279800789346520555455900457001589389476152387321631498488505681
139,16.703314829792886034254354628923649892874149774853430464867065042501177518
140,16.763076123848871711594981161518069912004164640522585179651882370826157125
141,16.822625123261367856456713163527530177337657872001447488176482363338779602
142,16.881964074512724971952250830314673124171292354335983884380566231197657585
143,16.941095184742874372075699974947636165759624341000492825799236467561014587
144,17.000020622707214172077088555129307568437752031112923663009902584005415227
145,17.058742519704717055964730381176506705170853384417011175705574993093030438
146,17.117262970477383500465934784705989782675651496021472349022514753628738408
147,17.175584034082114365006004623808741348026741639900407987079531273179535435
148,17.233707734736029513800905025014767679150154570531933711486926915110097536
149,17.291636062636214274645027705016928375875683729522062538022147921678410967
150,17.34937097475483292421415439900654332603217581157852009644664332913538787
151,17.406914395610507895016694637424891595477753732630831199659907010404777364
152,17.464268218016824905765345106083517785340977429803277992107164285925825249
153,17.521434303808787613543352648138100161024216258537315985514296313496571622
154,17.578414484548010568222152933832464206431560012023093216719948857269293952
155,17.635210562207406119081775041588638995788568000602161659555226662183524362
156,17.69182430983608938840502255206610333151122439745730819220574208778585615
157,17.7482574722051954004548792808690435578934991075526934043133208693963011
158,17.804511766435273855405045949750911916984831768348335492089393712293151093
159,17.860588882605899790044039495343483114881775708934494984634746859367070269
160,17.916490484348112398527025612462433463921019463091318467952952136617355551
161,17.972218209420269529467883549995917771385883479881933225052312006981375785
162,18.027773670267881766580761809540650647087449129344310625891721935552611068
163,18.083158454567967478945602401981841616869682526426423093310651256211511843
164,18.138374125758448737313722698417848860227759844839428507951072601677608317
165,18.193422223553087481471735975709704407640253747248722288039869605284461648
166,18.248304264442441740379036412083904983957784418335251787533123141055396642
167,18.303021742181303004277880465184207995303563565999869674424627588413394487
168,18.357576128263057981616928803937818965279446342471207088220251419543892776
169,18.411968872381400901312500011484692114258492374974998802506433892879411899
170,18.466201402879806202837223071079838402663208527629321103455037266427834024
171,18.520275127189155855325786073075499326621642416654414925047529567854046011
172,18.574191432253900626851392286637319774406031771251335359897954457305474448
173,18.627951684947120352734255890982536532227743784569938847574042775944206209
174,18.681557232474834595507605027360548546359722916447540902868235180807030284
175,18.73500940276990201902240263421993059174580021841845588273849311550436643
176,18.788309504875834286774214370247808846957289479437026865547025774247038743
177,18.841458829320838313062676297693844226510577255904202694872986502580154911
178,18.894458648482389219657640461783761767184396771158001435425373030781151157
179,18.947310216942625356207369360385204459397328851004190127633832044557545778
180,19.000014771834846206914629069334870683214894751792731299176296987882056539
181,19.052573533181383907454367023187115820677873593467784544133687195937279654
182,19.104987704223109414267548016149379928221736171642177664369948108109531119
183,19.157258471740825083858096445997697295132938831926959690769303022792576561
184,19.209387006368786514164204986783219574702265045979343374784942386299659223
185,19.261374462900587956037039244914766071023174236186190970404831804014073075
186,19.31322198058763740379626168252877444990985029676284654134309317469005696
187,19.364930683430439604041499510364453517656623726953401613547834364934243458
188,19.416501680462897666475028930803047001463712507825012033127128707114843995
189,19.467936066029836705276942141306296732294045352242196898996920943191402798
190,19.519234920057945971122050110234984378678453773896931232593860397051293124
191,19.570399308320329239459633097184323098323479946200927697398289584297683569
192,19.621430282694846788047822668164537845438851400611438340719572903034498511
193,19.672328881416426114397399741031496729201023260746343489190811224855123197
194,19.723096129323512600754776756259607968746354588316755820868351101748074713
195,19.773733038098825620096167023105072649403898373524615218188079407829713962
196,19.82424060650458008137658450375125617830407300351825684613116111712714039
197,19.874619820612328126520351457845482515909948158026095083992649099851978717
198,19.924871654027570606350565635666138855352545849487130895340870285132553564
199,19.97499706810928306926019347382549079596266079069130190690789724016674263
200,20.024997012184496286761544286629639950526799421621807387674362122318191323
201,20.074872423758066806334683393702659630570438366153109830903642402041757288
202,20.124624228717768656815997508278171645182733447414149314008609425252823528
203,20.174253341534833127860099596003576400077092427935487777546081474650481092
204,20.223760665460059496035448185096972585504973000831693792373071118533823343
205,20.273147092715615669452889025517862792958152548255404992790655313135101431
206,20.322413504682643964349822956060521223431738818620676981539731355221600257
207,20.371560772084783604915405262346333593894488948492375505299625894675890763
208,20.420589755167718046265927259444026301029757303366688662116148012940647502
209,20.469501303874851854540010465950996386887112642450627541352049218179849911
210,20.518296258019218632497291855815106591759355837143300674605038271115156336
211,20.566975447451718348917859680591489060515803996000623570160223812982345255
212,20.615539692225779410876546154347300663337551965407214281724858929417774232
213,20.663989802758537905177049833097874424705178274546564466000322341340987312
214,20.71232657998862362464335253740453381613737107698456748869079290812713171
215,20.760550815530639782534845994485682992613177724495945932396275455888280342
216,20.808663291826420700209940261430804320934759085536885319521105312549766976
217,20.856664782293149225613124832698721410581626548043165293316842802231660654
218,20.904556051468413199666244097332216986152227283690075156930215488048635089
219,20.952337855152277930823453072799816304756330074568004790269602026918501287
220,21.000010940546449361664492541991599881663929672177989173624027162701492721
221,21.047576046390600412355398656410949952430544177807005439543885614089384646
222,21.095033903095930861135058106507349393436612788390313374588486130843676849
223,21.142385232876029068852082700622517638418699066230358163484039073953245675
224,21.189630749875101870261749591328792642734242983591833061256233533282985192
225,21.236771160293637036694545432879999090466317375174310458878138669114402216
226,21.283807162511560860332998916530632298094189392921694246932262863600136583
227,21.330739447208951617293273755922635777696502731912684763256221035687897074
228,21.377568697484367932713347975566994944530964232756271152820556569612780794
229,21.424295588970849393906513895482480030736797781510021504146210476240546908
230,21.470920789949645135244104497551445080952547766232344215473090663785724952
231,21.517444961461724548768085281369540103253730162889743521831751377243458299
232,21.56386875741712275566841386303028230446850780058596331289719281467791199
233,21.610192824702172003836768919221965369833025652241939298125986622930001483
234,21.656417803284668733947685138511131191196932406919864758358909533009898349
235,21.702544326317024679212621990259795719435125622905850540074344069250676178
236,21.748573020237449030463174945266507259941498249655549062069230598906080739
237,21.794504504869207406973403218380095736739055746502547694502146111748724352
238,21.840339393518002122917850200979861355710488926780447971186623496512056236
239,21.886078293067517028131116318565096909016710267381562944454589525217270574
240,21.93172180407316902849411489531568855339892064330681618680772977269098386
241,21.97727052085410725448366049644644900870623896252130431144669815435684227
242,22.022725031583499744900635029396367461048017193546740715974394299101008184
243,22.068085918377146445302772845227793842308148303716065016109238284669281559
244,22.113353757380456286024353278274016455972227610015567919333836664859312065
245,22.158529118853825101726101740747201492098743459718000682863226673806386808
246,22.203612567256450182087787973988950327391438136293979350067707856868267723
247,22.248604661328616300479000393983035980254260789499758725583088721869920455
248,22.293505954172487153206426157421566443028852696402691962467673214511994327
249,22.338316993331435255263458029982310272671719514771851651895987959058212484
250,22.383038320867942478461956720180099039821323266452761116747637977819429324
251,22.42767047344010258350393805031004884176154088994555542226001370365294436
252,22.472213982376756288084304460207598364718505295375061531815631769720898012
253,22.516669373751288627668620553117731481062625101742028438674214596861449176
254,22.561037168454117603357756969939594338390772734954198821104682846310386485
255,22.60531788226390237145941388682436278392143601559993813887453662042327052
256,22.649512025917498511289274923998548242641666910598816726509932373036892569
257,22.693620105178687210603619629899689108133323109709324491258312511904935065
258,22.737642620905704531228894569759325635727516094564565930703738926985820599
259,22.781580069117596260235663034270852798341251596714841990597199709076617319
260,22.825432941059423213762545529205790149528599837634069154738129966843148415
261,22.869201723266341240711640607276742078648872335070306465496937557143268026
262,22.912886897626579571414342184300383714099473384377914147233471603852449967
263,22.956488941443340571430862829672332528307251751382504088480073095804515699
264,23.000008327495643392344245835746094273500198302117692743228176097926614789
265,23.043445524098133459206190185360803399715012990120588615386118057159498117
266,23.086800995159879197672699458134523963103143285902391966005327919865134981
267,23.130075200242176882335814016563035129516896315721748431294592428244066953
268,23.17326859461538398083453029583382204377039061291277591259975337054765567
269,23.216381629314800875551417158270325558712953841026463068652604007364031576
270,23.259414751195620365625644187601907667668382770387918628834363228708794596
271,23.30236840298696388620801823866123017015128367047254598556662974200978686
272,23.345243023345022928934096577048188294745236423039283710821638738763166507
273,23.38803904690532370709687905435970572149801956740677148238150045783708641
274,23.430756904334132680574252416520982759704398341554188847500391168561778398
275,23.473397022379020138834913103523008070484586254734249202275547201301825714
276,23.51595982391859863494943929762214479855238138986403935400351366202045025
277,23.558445728011452669122401503270372252504221501122434518141020317752392102
278,23.600855149944275636500683249666255468881126788697856468884970829575653325
279,23.643188501279229680577777417352216776135563945299586645847995605692264859
280,23.685446189900543730090005132525104805806280746856283194179393817221990241
281,23.727628620060364643585264738263869512599966734864898881046721736252142918
282,23.769736192423876041545169684867267715222565967816628384563637368404863794
283,23.81176930411369907077422845847896027261229520354012124098761469081735194
284,23.853728348753589019461485458150412763885233519141935927550741087985054492
285,23.895613716511441383606334567007516715994404444099143853192475346200883501
286,23.937425794141620676125384164214903525263143064045319020120905570158882015
287,23.979164965026624968674110281945104627982591393848804378589379049414351378
288,24.0208316092180988627865609315945385689944032476120108724773664193597184
289,24.062426103477207301127410580742112514756569744783328006378049872522102758
290,24.103948821314382351239629531318138663035587633453216711999014569710939331
291,24.14540013302845482294165390679044445687211682824557154915885276076890333
292,24.186780405745182316270985771328007061217715528445241956007293838651530001
293,24.22809000345518503938417695742343497343349477867695051923099874306629499
294,24.269329287051300484910258868503223493733895688980130669407217008384790725
295,24.310498614365367808726292040743110995145288745415875953187027665946001989
296,24.351598340204452516796331421703358756866108891871366796828733783248083167
297,24.392628816386521833411118148182389981125068140771376620482595440848599141
298,24.433590391775580897713265097778238053318174334709491457682107374173009979
299,24.474483412316279714625118510631827592463045228694743035828115613528131737
300,24.515308221068000571052644706646770257303641146405717834828323717120945759
301,24.556065158238435418362494641809826795826249856790339468187871027105296831
302,24.596754561216662517469639955153434392521246382774708212708273139081432451
303,24.63737676460573144328319691501798132870591490928153560897684664420671086
304,24.677932100254765350596384394336395747379307424724851160024631153561661936
305,24.718420897290589213635546443950159420336233636658400307422789875079046268
306,24.758843482148892566269627704421530686985329508032776186010858124852837521
307,24.799200178604935089196363888091610560202250152904631518103068132270145744
308,24.839491307803803214139666812277751990101222650961582075874112966906793027
309,24.879717188290225743093019278026405381002938912926648357196321285670714929
310,24.919878136037956312808642689813807225666807997924105832774524118794018278
311,24.959974464478730370947845215329347011002383934466728688817632644381161199
312,25.000006484530804170463857308266503636322002747116526144622483336617187979
313,25.039974504627083132777526138704091108412966616284976672206898611414503417
314,25.079878830742846778024624963709745489969935694452950755194436270271596179
315,25.119719766423077272000526116584444911759059653746892617852186766175102431
316,25.159497612809398494305905582546919522285161715528482738600451763931101604
317,25.199212668666632390511241197781668838214804892758571315132593486458515182
318,25.238865230408979232816216335117300309956802357128351123666896444042536381
319,25.278455592125828278593567025665793610548609186634021608969674886356275271
320,25.317984045607205184288882878921762801469256263768529793167333769553297557
321,25.357450880368862403314423801562318250756238245727435536117322503261020681
322,25.396856383677018670744657470308489259236688130531878026411670061029318424
323,25.436200840572753554714867420089868756010209453153738218652302217160040601
324,25.475484533896062934365059849520684160104425939169807613181015553014875483
325,25.514707744309581146884985921042083392782582308152165433658353140776911673
326,25.553870750321975431630045872052797671002091342785776872671038212823612362
327,25.592973828311018187321905575720641180260398818799707968003819758490361135
328,25.632017252546342448953625318313755315486621544775221081934527280876229981
329,25.671001295211885884120735587909682054921353675918409399725656396428105869
330,25.709926226428028504032665000109219629599197086307932030153054325694690412
331,25.7487923142734291823607482508290926810426167126493032881243153985456141
332,25.787599824806565975289023562615361330276428898594007032366650746020769665
333,25.826349022086985138593208645131798924263147615898753712262427516810931093
334,25.865040168196263642224339161914014307494089501411550862421277248065652537
335,25.903673523258689889660907155517102272951090379326500513231728350892699589
336,25.942249345461667258162866696777258883296874094083739829904889447467387557
337,25.980767891075844986960023747287768072867859245093327093620028101120066225
338,26.019229414474980853285018674425335592100920011237160057696818624113134577
339,26.057634168155539990967697292989760347802287249138269282930634367964459221
340,26.095982402756034122994892155603103419355697709813455051777287503864262556
341,26.134274367076105397960587900245610215662445713754553650986957253289278887
342,26.172510308095358940640514672492501155224674127845284413315358854795880096
343,26.210690470991948148978057967968402808749213479309270391674714688146579193
344,26.248815099160916693521873181517930036322946460546506443571491182957961361
345,26.286884434232301100767818371776968818065362630901328212907024147295872486
346,26.324898716088997728887991012207701634154353796940296872725551196335119647
347,26.36285818288439787293811276562338032578402793376731140451887588151601572
348,26.400763071059794666782673023837956853031253420440151095011682233155995621
349,26.438613615361565380627590383652909233925348299843666054668516360484186855
350,26.47641004885813264616617397468281720264963953579628322969190827062229019
351,26.514152602956708075890344993196855814786817444505431365102591968958285528
352,26.551841507419821679060853582919176195134972223147021591409088900160215412
353,26.589476990381640414133968712659190230639705239198277866960647649789323776
354,26.627059278364079156075103400751192986336071622178187463523807953573390994
355,26.664588596292707296920215361645210085292166831239672885083398613580274353
356,26.702065167512454139142595233911763444146910540797551470260673093717315183
357,26.739489213803116183815647791902754950493921753588596227657876169181747197
358,26.776860955394669359202113985668021261785149811179296639300484582974428628
359,26.814180610982389180218279124843806425420989692459175087003328044881942993
360,26.851448397741781775190225939429075439231056869777574852913729089749001612
361,26.888664531343328663411014641455400418735274290461205027889557052231941018
362,26.925829225967048115196411336024275030766450571565281650584447791367219634
363,26.96294269431687587539673827498027593615096466376735697255608758694609353
364,27.000005147634867981628552873196536889011828492100931031111758849443023088
365,27.037016795715228359817797428552220055868570383606269614281302004372523645
366,27.073977846918163831972051649389480125241695456786927012135372681908543367
367,27.110888508183569124400434050189432121871614567329422090559832523843872265
368,27.147748985044544418853002223096674053606719683109447012900015539647432865
369,27.184559481640747944235242653826052202933655998746485424750059910677578296
370,27.221320200731586062646028892378101229113989532687113885459053385630024945
371,27.25803134370924326046842134760655465285989061161507781768333998914803828
372,27.294693110611554413091574174534584374500803826095871892491950322072612441
373,27.331305700134721650539013675291561075507417458591482749378979128135386586
374,27.367869309645878110804370395104354429915885816857067663229414249444211338
375,27.404384135195500828031484671389577039775146423868069578983787653820036173
376,27.440850371529674963803339081902899668205964089378528046676301925697096943
377,27.477268212102211551705639373982252245995944248356213274518380399702433327
378,27.513637849086620887988655576771260926397416935349774574489156514662180602
379,27.549959473387943664548171383294447152692790678671956583511653857832704676
380,27.586233274654441904566521490668149935656056125496094012582711490835123748
381,27.622459441289151725981585314674027970312078002719308642576346156058542944
382,27.658638160461299923469514859985078953716734991298995823999679269549009992
383,27.69476961811758632582055862353535188504206221022828785013191862247957167
384,27.730853998993333852441636226402544828628638499461399538876091967937457293
385,27.766891486623508160219723528703757685366606616948730774793680616193710652
386,27.802882263353608740112388272593685129595501186454154177399705729679698575
387,27.838826510350433291582084522010429423596882817600769092450447254760015592
388,27.874724407612717172345523267268287179508906514366200332562458432899802975
389,27.910576133981649690855370532557728899109936005757711303670556088573700173
390,27.946381867151268979455789292572046843769746436741960363101454142137557095
391,27.982141783678737157243357075496781928835467965388429397794019071875226344
392,28.017856058994497463308381983084923709782613156967333174201600402589835157
393,28.053524867412315013216627593066732589330713033913435669030431887249465804
394,28.089148382139202804306252424439821201764251875475757158659302321830262989
395,28.1247267752852345686079642560179804049049565360839299005668168438578353
396,28.160260217873246045936849357031348861319866186967631832353397193398982377
397,28.195748879848426223941193982477410641353463851353231397723637154251819307
398,28.231192930087800066616262237226512405266619304666661280979738980018035107
399,28.266592536409604227989075283583344322536688148730720765846949184827243976
400,28.30194786558255722334364261090875032022837098985703969901860209506387305
401,28.337259083335025506474957100857172295676188229816171261866565650746895922
402,28.372526354364086878024745686439081330374595321133274967519841958833601
403,28.407749842344492626953057592560207941314044455733954667698359340061076017
404,28.442929709937529784628084920353967721791152834149884078775074430937689415
405,28.478066118799784848863173800158716273678234470995419680661303777487432359
406,28.513159229591810313486036652901323335133555111197184977342818132892345148
407,28.548209201986695317682160070705032621306884411739069133713864552859923729
408,28.583216194678541708403960628130652490158327529426291726253005986654494676
409,28.61818036539084678857120898719615659194630269731190970893490935824828703
410,28.653101870884794003598646654375528374342330851909779597919635495775016318
411,28.687980866967452798965769810595866838980785899495709076841549382656150121
412,28.722817508499888862083840619377315824347528373825843576834577674838179708
413,28.757611949405185942608873334213108607993206850967084023155467811243299972
414,28.792364342676380426589366096513860017742910227594416839300923549700640312
415,28.827074840384309821416811652516996101248598146953944416772116449593635508
416,28.861743593685376290458585621939299663238040241362917074386757161114384782
417,28.896370752829226358489901824857083183308458162287746812389011461011524338
418,28.930956467166347891597517046135050792176247144899192543726709607197207067
419,28.965500885155585438096289281587073994413312596700892979864544644068823407
420,29.000004154371575000174217264135022724299302045222116091698828445962322011
421,29.034466421512099289456031056970043661637451103503219393429320168899971137
422,29.068887832405364503443719161418649972601989470432234816255217934283037633
423,29.103268532017199643848658189421064907837641036959575380179855495144000809
424,29.137608664458179382168480430294075449994830045126437051895869695268920512
425,29.171908372990671462476825526721336726698359733981905069062730096133204512
426,29.20616780003580961628015389936909586212053388466106708739618985886123552
427,29.240387087180392949447453362274083930760142154754587123505503555737814308
428,29.27456637518371274663066827978252906776317111812933726267773395775420727
429,29.308705803984307624260861310374829497839973161987814161246654359056558254
430,29.342805512706647949122434038216646853015494723171777662159187641813387366
431,29.376865639667750425670248698572660883654514972839771304867771257593376926
432,29.410886322383723741657381453856441522355741384676425333478837770065786448
433,29.444867697576246148279776940176319712471807831920980741594426707128054637
434,29.478809901178975837913646153141920011839224375216771831069942025532791133
435,29.512713068343894969617538158613382826369337449481555529814882764989896075
436,29.546577333447588179889202058498178781781552503936843130397234081710170741
437,29.580402830097456403703316682917879581735530333227632150771319472137099623
438,29.61418969113786681860567299185761414202651417793733931560434798575095708
439,29.647938048656239712598311085158536739250928796120393468039540957654513725
440,29.681648033989073064714392346231730892272358661219825591752300789928375944
441,29.715319777727905615547267133266888627773934028103330956325115251512530218
442,29.74895340972521919356140430367147415024758177127460655542502595631060452
443,29.782549059100281051769788585434407487632388829676948280692740788302886806
444,29.816106854244926958309354448727570120871348494238309885386037962939054228
445,29.849626922829285773579379004612581961913508654630984669518234404571662392
446,29.883109391807446235923947286911946518061904518589186647558306684185867441
447,29.916554387423066667335152360147547110205102000423358475830165690605961108
448,29.94996203521492830032519515087781627846755694259209213311214224843615171
449,29.983332460022432916959671912653217597696132009364769251116196175313469993
450,30.01666578599104548105781839516074426329929923613400526400664140694069458
451,30.049962136577682434745125443189439076409068287446889496313410282383027938
452,30.083221634556046320886424408175714382454879986114179769759871590629040195
453,30.11644440202190738343020152419853642373735394135387092252565150174120542
454,30.149630560398332788354541475803977623139035012768552166164311798238166965
455,30.182780230440864098718787566174972374861212503943687725189687268633187427
456,30.215893532242643628289866142626443237302156378530578832793406228264149987
457,30.248970585239490289325442970344007006859150507605681924650749346034341604
458,30.282011508214925541354904168582087291280438008273570370517844395251101463
459,30.315016419305150039200886289476835172904586042337449294251199949790757357
460,30.347985436003971570026077027972666409492387413955387765209009746179783571
461,30.38091867516768486086968227795255161155878678751987672771103026772570356
462,30.413816253019903829952772407669891989360263834304096205523914964552190593
463,30.44667828515634684697919835952358995410536524860057387541954366092874085
464,30.479504886549575559736474978950657413562431274521553752953969261421214765
465,30.512296171553687836506583041049654063201695546380416123108552839278708127
466,30.545052253908965366127709549773275775647266705029149317245672956558080446
467,30.577773246746476450002242300487516717119157817404519324178055491642477448
468,30.610459262592634512921620112779217547926354073191092301105994064305097356
469,30.643110413373712852272720630166012554150616386280748312423033608920271923
470,30.675726810420316138001193589141751199489860060597351326773501458965838687
471,30.708308564471809168632412803218308453398929621163812198921885640458388063
472,30.740855785680703381688461023356939392312048851427830217886734504007091938
473,30.773368583617001609987756031065797760125540353419000819337332955451542656
474,30.80584706727250156857059205355736094338315779359300695064282440362708788
475,30.838291345065058550357065776337617203766164714414617831976364160513937331
476,30.870701524842807802111677562399356039130043677714227369838811339544504367
477,30.903077713888347045859480590010786382682478024722395851638332982003865985
478,30.935420018922879604570165206818341297359397626605874714345918156332673309
479,30.967728546110318584697120859685557988254236349404305309944279157269135058
